,feature,importance,model,day_split,seed,lookback_days,lookforward_days_freezing,lookforward_days_predict
1,rcp3_min,0.003157894736842104,nonweather_patient_active,0.7,0,14,2,4
2,rcp3_mean,0.0028070175438596246,nonweather_patient_active,0.7,0,14,2,4
5,rcp3_gradient,0.0028070175438596246,nonweather_patient_active,0.7,0,14,2,4
39,daily_prev_inhaler_latest,0.0017543859649122417,nonweather_patient_active,0.7,0,14,2,4
13,daily_day_symp_gradient,0.0017543859649122306,nonweather_patient_active,0.7,0,14,2,4
0,rcp3_max,0.00035087719298245725,nonweather_patient_active,0.7,0,14,2,4
25,daily_limit_activity_min,0.0,nonweather_patient_active,0.7,0,14,2,4
23,daily_night_symp_latest,0.0,nonweather_patient_active,0.7,0,14,2,4
38,daily_prev_inhaler_median,0.0,nonweather_patient_active,0.7,0,14,2,4
3,rcp3_range,0.0,nonweather_patient_active,0.7,0,14,2,4
35,daily_prev_inhaler_range,0.0,nonweather_patient_active,0.7,0,14,2,4
6,rcp3_median,0.0,nonweather_patient_active,0.7,0,14,2,4
32,daily_prev_inhaler_max,0.0,nonweather_patient_active,0.7,0,14,2,4
31,daily_limit_activity_latest,0.0,nonweather_patient_active,0.7,0,14,2,4
30,daily_limit_activity_median,0.0,nonweather_patient_active,0.7,0,14,2,4
26,daily_limit_activity_mean,0.0,nonweather_patient_active,0.7,0,14,2,4
11,daily_day_symp_range,0.0,nonweather_patient_active,0.7,0,14,2,4
24,daily_limit_activity_max,0.0,nonweather_patient_active,0.7,0,14,2,4
20,daily_night_symp_skew,0.0,nonweather_patient_active,0.7,0,14,2,4
22,daily_night_symp_median,0.0,nonweather_patient_active,0.7,0,14,2,4
8,daily_day_symp_max,0.0,nonweather_patient_active,0.7,0,14,2,4
9,daily_day_symp_min,0.0,nonweather_patient_active,0.7,0,14,2,4
14,daily_day_symp_median,0.0,nonweather_patient_active,0.7,0,14,2,4
15,daily_day_symp_latest,0.0,nonweather_patient_active,0.7,0,14,2,4
16,daily_night_symp_max,0.0,nonweather_patient_active,0.7,0,14,2,4
17,daily_night_symp_min,0.0,nonweather_patient_active,0.7,0,14,2,4
19,daily_night_symp_range,0.0,nonweather_patient_active,0.7,0,14,2,4
7,rcp3_latest,0.0,nonweather_patient_active,0.7,0,14,2,4
12,daily_day_symp_skew,-1.1102230246251566e-17,nonweather_patient_active,0.7,0,14,2,4
21,daily_night_symp_gradient,-0.00035087719298245725,nonweather_patient_active,0.7,0,14,2,4
28,daily_limit_activity_skew,-0.00035087719298245725,nonweather_patient_active,0.7,0,14,2,4
36,daily_prev_inhaler_skew,-0.0035087719298245723,nonweather_patient_active,0.7,0,14,2,4
4,rcp3_skew,-0.004912280701754401,nonweather_patient_active,0.7,0,14,2,4
29,daily_limit_activity_gradient,-0.012280701754386003,nonweather_patient_active,0.7,0,14,2,4
27,daily_limit_activity_range,-0.020000000000000063,nonweather_patient_active,0.7,0,14,2,4
10,daily_day_symp_mean,-0.022105263157894784,nonweather_patient_active,0.7,0,14,2,4
64,wind_speed_median,0.027243589743589793,weather_patient_passive,0.7,0,14,2,5
38,temperature_max_skew,0.016666666666666698,weather_patient_passive,0.7,0,14,2,5
37,temperature_max_range,0.0163461538461539,weather_patient_passive,0.7,0,14,2,5
43,temperature_min_min,0.00897435897435902,weather_patient_passive,0.7,0,14,2,5
17,weed_pollen_min,0.008012820512820595,weather_patient_passive,0.7,0,14,2,5
39,temperature_max_gradient,0.007371794871794934,weather_patient_passive,0.7,0,14,2,5
56,humidity_median,0.007371794871794912,weather_patient_passive,0.7,0,14,2,5
61,wind_speed_range,0.007371794871794912,weather_patient_passive,0.7,0,14,2,5
70,aqi_skew,0.006410256410256454,weather_patient_passive,0.7,0,14,2,5
62,wind_speed_skew,0.003846153846153888,weather_patient_passive,0.7,0,14,2,5
31,temperature_gradient,0.003846153846153866,weather_patient_passive,0.7,0,14,2,5
30,temperature_skew,0.00352564102564108,weather_patient_passive,0.7,0,14,2,5
44,temperature_min_mean,0.0035256410256410244,weather_patient_passive,0.7,0,14,2,5
46,temperature_min_skew,0.0032051282051282493,weather_patient_passive,0.7,0,14,2,5
4,grass_pollen_skew,0.003205128205128216,weather_patient_passive,0.7,0,14,2,5
19,weed_pollen_range,0.0028846153846154186,weather_patient_passive,0.7,0,14,2,5
71,aqi_gradient,0.0028846153846154078,weather_patient_passive,0.7,0,14,2,5
2,grass_pollen_mean,0.002564102564102577,weather_patient_passive,0.7,0,14,2,5
36,temperature_max_mean,0.0019230769230769384,weather_patient_passive,0.7,0,14,2,5
35,temperature_max_min,0.0019230769230769273,weather_patient_passive,0.7,0,14,2,5
65,wind_speed_latest,0.0016025641025641303,weather_patient_passive,0.7,0,14,2,5
50,humidity_max,0.0012820512820513109,weather_patient_passive,0.7,0,14,2,5
33,temperature_latest,0.0012820512820512886,weather_patient_passive,0.7,0,14,2,5
0,grass_pollen_max,0.0006410256410256387,weather_patient_passive,0.7,0,14,2,5
29,temperature_range,0.0003205128205128194,weather_patient_passive,0.7,0,14,2,5
41,temperature_max_latest,0.0003205128205128194,weather_patient_passive,0.7,0,14,2,5
40,temperature_max_median,0.0003205128205128194,weather_patient_passive,0.7,0,14,2,5
63,wind_speed_gradient,0.0003205128205128194,weather_patient_passive,0.7,0,14,2,5
24,extreme_heat,0.0,weather_patient_passive,0.7,0,14,2,5
9,tree_pollen_min,0.0,weather_patient_passive,0.7,0,14,2,5
51,humidity_min,0.0,weather_patient_passive,0.7,0,14,2,5
53,humidity_range,0.0,weather_patient_passive,0.7,0,14,2,5
54,humidity_skew,0.0,weather_patient_passive,0.7,0,14,2,5
10,tree_pollen_mean,0.0,weather_patient_passive,0.7,0,14,2,5
57,humidity_latest,0.0,weather_patient_passive,0.7,0,14,2,5
59,wind_speed_min,0.0,weather_patient_passive,0.7,0,14,2,5
60,wind_speed_mean,0.0,weather_patient_passive,0.7,0,14,2,5
8,tree_pollen_max,0.0,weather_patient_passive,0.7,0,14,2,5
25,extreme_cold,0.0,weather_patient_passive,0.7,0,14,2,5
7,grass_pollen_latest,0.0,weather_patient_passive,0.7,0,14,2,5
6,grass_pollen_median,0.0,weather_patient_passive,0.7,0,14,2,5
66,aqi_max,0.0,weather_patient_passive,0.7,0,14,2,5
67,aqi_min,0.0,weather_patient_passive,0.7,0,14,2,5
69,aqi_range,0.0,weather_patient_passive,0.7,0,14,2,5
5,grass_pollen_gradient,0.0,weather_patient_passive,0.7,0,14,2,5
3,grass_pollen_range,0.0,weather_patient_passive,0.7,0,14,2,5
72,aqi_median,0.0,weather_patient_passive,0.7,0,14,2,5
11,tree_pollen_range,0.0,weather_patient_passive,0.7,0,14,2,5
49,temperature_min_latest,0.0,weather_patient_passive,0.7,0,14,2,5
48,temperature_min_median,0.0,weather_patient_passive,0.7,0,14,2,5
15,tree_pollen_latest,0.0,weather_patient_passive,0.7,0,14,2,5
28,temperature_mean,0.0,weather_patient_passive,0.7,0,14,2,5
23,weed_pollen_latest,0.0,weather_patient_passive,0.7,0,14,2,5
22,weed_pollen_median,0.0,weather_patient_passive,0.7,0,14,2,5
34,temperature_max_max,0.0,weather_patient_passive,0.7,0,14,2,5
18,weed_pollen_mean,0.0,weather_patient_passive,0.7,0,14,2,5
16,weed_pollen_max,0.0,weather_patient_passive,0.7,0,14,2,5
1,grass_pollen_min,0.0,weather_patient_passive,0.7,0,14,2,5
14,tree_pollen_median,0.0,weather_patient_passive,0.7,0,14,2,5
13,tree_pollen_gradient,0.0,weather_patient_passive,0.7,0,14,2,5
12,tree_pollen_skew,0.0,weather_patient_passive,0.7,0,14,2,5
73,aqi_latest,0.0,weather_patient_passive,0.7,0,14,2,5
47,temperature_min_gradient,-0.0003205128205128194,weather_patient_passive,0.7,0,14,2,5
21,weed_pollen_gradient,-0.0003205128205128194,weather_patient_passive,0.7,0,14,2,5
45,temperature_min_range,-0.0003205128205128194,weather_patient_passive,0.7,0,14,2,5
26,temperature_max,-0.0003205128205128194,weather_patient_passive,0.7,0,14,2,5
52,humidity_mean,-0.0006410256410256165,weather_patient_passive,0.7,0,14,2,5
55,humidity_gradient,-0.0006410256410256387,weather_patient_passive,0.7,0,14,2,5
27,temperature_min,-0.0016025641025640858,weather_patient_passive,0.7,0,14,2,5
68,aqi_mean,-0.0019230769230769162,weather_patient_passive,0.7,0,14,2,5
42,temperature_min_max,-0.010897435897435859,weather_patient_passive,0.7,0,14,2,5
20,weed_pollen_skew,-0.011538461538461497,weather_patient_passive,0.7,0,14,2,5
32,temperature_median,-0.011858974358974317,weather_patient_passive,0.7,0,14,2,5
58,wind_speed_max,-0.013782051282051233,weather_patient_passive,0.7,0,14,2,5
18,daily_night_symp_mean,0.07350993377483438,weather_patient_active,0.7,0,14,2,5
5,rcp3_gradient,0.02052980132450326,weather_patient_active,0.7,0,14,2,5
10,daily_day_symp_mean,0.004304635761589348,weather_patient_active,0.7,0,14,2,5
35,daily_prev_inhaler_range,0.003973509933774777,weather_patient_active,0.7,0,14,2,5
34,daily_prev_inhaler_mean,0.0016556291390728006,weather_patient_active,0.7,0,14,2,5
0,rcp3_max,0.0,weather_patient_active,0.7,0,14,2,5
17,daily_night_symp_min,0.0,weather_patient_active,0.7,0,14,2,5
38,daily_prev_inhaler_median,0.0,weather_patient_active,0.7,0,14,2,5
33,daily_prev_inhaler_min,0.0,weather_patient_active,0.7,0,14,2,5
31,daily_limit_activity_latest,0.0,weather_patient_active,0.7,0,14,2,5
30,daily_limit_activity_median,0.0,weather_patient_active,0.7,0,14,2,5
27,daily_limit_activity_range,0.0,weather_patient_active,0.7,0,14,2,5
25,daily_limit_activity_min,0.0,weather_patient_active,0.7,0,14,2,5
23,daily_night_symp_latest,0.0,weather_patient_active,0.7,0,14,2,5
22,daily_night_symp_median,0.0,weather_patient_active,0.7,0,14,2,5
19,daily_night_symp_range,0.0,weather_patient_active,0.7,0,14,2,5
39,daily_prev_inhaler_latest,0.0,weather_patient_active,0.7,0,14,2,5
16,daily_night_symp_max,0.0,weather_patient_active,0.7,0,14,2,5
15,daily_day_symp_latest,0.0,weather_patient_active,0.7,0,14,2,5
14,daily_day_symp_median,0.0,weather_patient_active,0.7,0,14,2,5
6,rcp3_median,0.0,weather_patient_active,0.7,0,14,2,5
8,daily_day_symp_max,0.0,weather_patient_active,0.7,0,14,2,5
11,daily_day_symp_range,0.0,weather_patient_active,0.7,0,14,2,5
9,daily_day_symp_min,0.0,weather_patient_active,0.7,0,14,2,5
37,daily_prev_inhaler_gradient,-3.3306690738754695e-17,weather_patient_active,0.7,0,14,2,5
36,daily_prev_inhaler_skew,-4.4408920985006264e-17,weather_patient_active,0.7,0,14,2,5
29,daily_limit_activity_gradient,-0.000993377483443747,weather_patient_active,0.7,0,14,2,5
24,daily_limit_activity_max,-0.001324503311258296,weather_patient_active,0.7,0,14,2,5
20,daily_night_symp_skew,-0.002317880794702032,weather_patient_active,0.7,0,14,2,5
13,daily_day_symp_gradient,-0.002317880794702032,weather_patient_active,0.7,0,14,2,5
32,daily_prev_inhaler_max,-0.0029801324503311633,weather_patient_active,0.7,0,14,2,5
21,daily_night_symp_gradient,-0.0033112582781457565,weather_patient_active,0.7,0,14,2,5
2,rcp3_mean,-0.006953642384105996,weather_patient_active,0.7,0,14,2,5
1,rcp3_min,-0.007284768211920578,weather_patient_active,0.7,0,14,2,5
3,rcp3_range,-0.009271523178807995,weather_patient_active,0.7,0,14,2,5
12,daily_day_symp_skew,-0.009933774834437126,weather_patient_active,0.7,0,14,2,5
7,rcp3_latest,-0.011920529801324565,weather_patient_active,0.7,0,14,2,5
4,rcp3_skew,-0.015562913907284825,weather_patient_active,0.7,0,14,2,5
26,daily_limit_activity_mean,-0.017880794701986814,weather_patient_active,0.7,0,14,2,5
28,daily_limit_activity_skew,-0.02284768211920536,weather_patient_active,0.7,0,14,2,5
35,temperature_max_min,0.03252595155709344,nonweather_patient_passive,0.7,0,14,2,5
62,wind_speed_skew,0.02318339100346021,nonweather_patient_passive,0.7,0,14,2,5
64,wind_speed_median,0.01280276816608995,nonweather_patient_passive,0.7,0,14,2,5
40,temperature_max_median,0.011764705882352922,nonweather_patient_passive,0.7,0,14,2,5
65,wind_speed_latest,0.006920415224913467,nonweather_patient_passive,0.7,0,14,2,5
43,temperature_min_min,0.005882352941176438,nonweather_patient_passive,0.7,0,14,2,5
27,temperature_min,0.0048442906574394096,nonweather_patient_passive,0.7,0,14,2,5
44,temperature_min_mean,0.0034602076124566894,nonweather_patient_passive,0.7,0,14,2,5
20,weed_pollen_skew,0.0027681660899653735,nonweather_patient_passive,0.7,0,14,2,5
37,temperature_max_range,0.0027681660899653627,nonweather_patient_passive,0.7,0,14,2,5
50,humidity_max,0.0020761245674740135,nonweather_patient_passive,0.7,0,14,2,5
45,temperature_min_range,0.0013840830449826757,nonweather_patient_passive,0.7,0,14,2,5
29,temperature_range,0.0013840830449826757,nonweather_patient_passive,0.7,0,14,2,5
54,humidity_skew,0.0006920415224913379,nonweather_patient_passive,0.7,0,14,2,5
66,aqi_max,0.00034602076124566893,nonweather_patient_passive,0.7,0,14,2,5
71,aqi_gradient,0.00034602076124566893,nonweather_patient_passive,0.7,0,14,2,5
56,humidity_median,0.00034602076124566893,nonweather_patient_passive,0.7,0,14,2,5
68,aqi_mean,0.00034602076124566893,nonweather_patient_passive,0.7,0,14,2,5
69,aqi_range,0.0,nonweather_patient_passive,0.7,0,14,2,5
41,temperature_max_latest,0.0,nonweather_patient_passive,0.7,0,14,2,5
42,temperature_min_max,0.0,nonweather_patient_passive,0.7,0,14,2,5
72,aqi_median,0.0,nonweather_patient_passive,0.7,0,14,2,5
70,aqi_skew,0.0,nonweather_patient_passive,0.7,0,14,2,5
46,temperature_min_skew,0.0,nonweather_patient_passive,0.7,0,14,2,5
47,temperature_min_gradient,0.0,nonweather_patient_passive,0.7,0,14,2,5
48,temperature_min_median,0.0,nonweather_patient_passive,0.7,0,14,2,5
51,humidity_min,0.0,nonweather_patient_passive,0.7,0,14,2,5
49,temperature_min_latest,0.0,nonweather_patient_passive,0.7,0,14,2,5
63,wind_speed_gradient,0.0,nonweather_patient_passive,0.7,0,14,2,5
52,humidity_mean,0.0,nonweather_patient_passive,0.7,0,14,2,5
53,humidity_range,0.0,nonweather_patient_passive,0.7,0,14,2,5
39,temperature_max_gradient,0.0,nonweather_patient_passive,0.7,0,14,2,5
57,humidity_latest,0.0,nonweather_patient_passive,0.7,0,14,2,5
58,wind_speed_max,0.0,nonweather_patient_passive,0.7,0,14,2,5
59,wind_speed_min,0.0,nonweather_patient_passive,0.7,0,14,2,5
60,wind_speed_mean,0.0,nonweather_patient_passive,0.7,0,14,2,5
61,wind_speed_range,0.0,nonweather_patient_passive,0.7,0,14,2,5
67,aqi_min,0.0,nonweather_patient_passive,0.7,0,14,2,5
55,humidity_gradient,0.0,nonweather_patient_passive,0.7,0,14,2,5
0,grass_pollen_max,0.0,nonweather_patient_passive,0.7,0,14,2,5
38,temperature_max_skew,0.0,nonweather_patient_passive,0.7,0,14,2,5
9,tree_pollen_min,0.0,nonweather_patient_passive,0.7,0,14,2,5
15,tree_pollen_latest,0.0,nonweather_patient_passive,0.7,0,14,2,5
14,tree_pollen_median,0.0,nonweather_patient_passive,0.7,0,14,2,5
13,tree_pollen_gradient,0.0,nonweather_patient_passive,0.7,0,14,2,5
12,tree_pollen_skew,0.0,nonweather_patient_passive,0.7,0,14,2,5
11,tree_pollen_range,0.0,nonweather_patient_passive,0.7,0,14,2,5
10,tree_pollen_mean,0.0,nonweather_patient_passive,0.7,0,14,2,5
8,tree_pollen_max,0.0,nonweather_patient_passive,0.7,0,14,2,5
1,grass_pollen_min,0.0,nonweather_patient_passive,0.7,0,14,2,5
7,grass_pollen_latest,0.0,nonweather_patient_passive,0.7,0,14,2,5
6,grass_pollen_median,0.0,nonweather_patient_passive,0.7,0,14,2,5
5,grass_pollen_gradient,0.0,nonweather_patient_passive,0.7,0,14,2,5
4,grass_pollen_skew,0.0,nonweather_patient_passive,0.7,0,14,2,5
3,grass_pollen_range,0.0,nonweather_patient_passive,0.7,0,14,2,5
2,grass_pollen_mean,0.0,nonweather_patient_passive,0.7,0,14,2,5
16,weed_pollen_max,0.0,nonweather_patient_passive,0.7,0,14,2,5
17,weed_pollen_min,0.0,nonweather_patient_passive,0.7,0,14,2,5
18,weed_pollen_mean,0.0,nonweather_patient_passive,0.7,0,14,2,5
19,weed_pollen_range,0.0,nonweather_patient_passive,0.7,0,14,2,5
21,weed_pollen_gradient,0.0,nonweather_patient_passive,0.7,0,14,2,5
22,weed_pollen_median,0.0,nonweather_patient_passive,0.7,0,14,2,5
23,weed_pollen_latest,0.0,nonweather_patient_passive,0.7,0,14,2,5
24,extreme_heat,0.0,nonweather_patient_passive,0.7,0,14,2,5
25,extreme_cold,0.0,nonweather_patient_passive,0.7,0,14,2,5
26,temperature_max,0.0,nonweather_patient_passive,0.7,0,14,2,5
28,temperature_mean,0.0,nonweather_patient_passive,0.7,0,14,2,5
30,temperature_skew,0.0,nonweather_patient_passive,0.7,0,14,2,5
31,temperature_gradient,0.0,nonweather_patient_passive,0.7,0,14,2,5
32,temperature_median,0.0,nonweather_patient_passive,0.7,0,14,2,5
33,temperature_latest,0.0,nonweather_patient_passive,0.7,0,14,2,5
34,temperature_max_max,0.0,nonweather_patient_passive,0.7,0,14,2,5
36,temperature_max_mean,0.0,nonweather_patient_passive,0.7,0,14,2,5
73,aqi_latest,0.0,nonweather_patient_passive,0.7,0,14,2,5
37,daily_prev_inhaler_gradient,0.05856164383561644,nonweather_patient_active,0.7,0,14,2,5
34,daily_prev_inhaler_mean,0.05308219178082192,nonweather_patient_active,0.7,0,14,2,5
26,daily_limit_activity_mean,0.031506849315068496,nonweather_patient_active,0.7,0,14,2,5
10,daily_day_symp_mean,0.03013698630136986,nonweather_patient_active,0.7,0,14,2,5
27,daily_limit_activity_range,0.026712328767123296,nonweather_patient_active,0.7,0,14,2,5
12,daily_day_symp_skew,0.020547945205479434,nonweather_patient_active,0.7,0,14,2,5
39,daily_prev_inhaler_latest,0.020547945205479423,nonweather_patient_active,0.7,0,14,2,5
2,rcp3_mean,0.01678082191780821,nonweather_patient_active,0.7,0,14,2,5
21,daily_night_symp_gradient,0.01609589041095889,nonweather_patient_active,0.7,0,14,2,5
28,daily_limit_activity_skew,0.012328767123287666,nonweather_patient_active,0.7,0,14,2,5
13,daily_day_symp_gradient,0.009589041095890417,nonweather_patient_active,0.7,0,14,2,5
4,rcp3_skew,0.005479452054794531,nonweather_patient_active,0.7,0,14,2,5
0,rcp3_max,0.004794520547945225,nonweather_patient_active,0.7,0,14,2,5
18,daily_night_symp_mean,0.004452054794520555,nonweather_patient_active,0.7,0,14,2,5
36,daily_prev_inhaler_skew,0.004109589041095896,nonweather_patient_active,0.7,0,14,2,5
1,rcp3_min,0.0037671232876712478,nonweather_patient_active,0.7,0,14,2,5
5,rcp3_gradient,0.003424657534246567,nonweather_patient_active,0.7,0,14,2,5
33,daily_prev_inhaler_min,0.0006849315068493178,nonweather_patient_active,0.7,0,14,2,5
11,daily_day_symp_range,0.0,nonweather_patient_active,0.7,0,14,2,5
7,rcp3_latest,0.0,nonweather_patient_active,0.7,0,14,2,5
38,daily_prev_inhaler_median,0.0,nonweather_patient_active,0.7,0,14,2,5
3,rcp3_range,0.0,nonweather_patient_active,0.7,0,14,2,5
35,daily_prev_inhaler_range,0.0,nonweather_patient_active,0.7,0,14,2,5
32,daily_prev_inhaler_max,0.0,nonweather_patient_active,0.7,0,14,2,5
31,daily_limit_activity_latest,0.0,nonweather_patient_active,0.7,0,14,2,5
30,daily_limit_activity_median,0.0,nonweather_patient_active,0.7,0,14,2,5
6,rcp3_median,0.0,nonweather_patient_active,0.7,0,14,2,5
8,daily_day_symp_max,0.0,nonweather_patient_active,0.7,0,14,2,5
14,daily_day_symp_median,0.0,nonweather_patient_active,0.7,0,14,2,5
25,daily_limit_activity_min,0.0,nonweather_patient_active,0.7,0,14,2,5
24,daily_limit_activity_max,0.0,nonweather_patient_active,0.7,0,14,2,5
23,daily_night_symp_latest,0.0,nonweather_patient_active,0.7,0,14,2,5
22,daily_night_symp_median,0.0,nonweather_patient_active,0.7,0,14,2,5
9,daily_day_symp_min,0.0,nonweather_patient_active,0.7,0,14,2,5
19,daily_night_symp_range,0.0,nonweather_patient_active,0.7,0,14,2,5
17,daily_night_symp_min,0.0,nonweather_patient_active,0.7,0,14,2,5
16,daily_night_symp_max,0.0,nonweather_patient_active,0.7,0,14,2,5
15,daily_day_symp_latest,0.0,nonweather_patient_active,0.7,0,14,2,5
20,daily_night_symp_skew,0.0,nonweather_patient_active,0.7,0,14,2,5
29,daily_limit_activity_gradient,-0.0006849315068493178,nonweather_patient_active,0.7,0,14,2,5
43,temperature_min_min,0.02730263157894732,weather_patient_passive,0.7,0,21,2,3
70,aqi_skew,0.005592105263157876,weather_patient_passive,0.7,0,21,2,3
30,temperature_skew,0.002302631578947356,weather_patient_passive,0.7,0,21,2,3
61,wind_speed_range,0.0016447368421052544,weather_patient_passive,0.7,0,21,2,3
57,humidity_latest,0.0013157894736842036,weather_patient_passive,0.7,0,21,2,3
46,temperature_min_skew,0.0009868421052631527,weather_patient_passive,0.7,0,21,2,3
51,humidity_min,0.0003289473684210509,weather_patient_passive,0.7,0,21,2,3
33,temperature_latest,0.0003289473684210509,weather_patient_passive,0.7,0,21,2,3
19,weed_pollen_range,0.0003289473684210509,weather_patient_passive,0.7,0,21,2,3
34,temperature_max_max,0.0,weather_patient_passive,0.7,0,21,2,3
1,grass_pollen_min,0.0,weather_patient_passive,0.7,0,21,2,3
39,temperature_max_gradient,0.0,weather_patient_passive,0.7,0,21,2,3
40,temperature_max_median,0.0,weather_patient_passive,0.7,0,21,2,3
42,temperature_min_max,0.0,weather_patient_passive,0.7,0,21,2,3
44,temperature_min_mean,0.0,weather_patient_passive,0.7,0,21,2,3
45,temperature_min_range,0.0,weather_patient_passive,0.7,0,21,2,3
0,grass_pollen_max,0.0,weather_patient_passive,0.7,0,21,2,3
48,temperature_min_median,0.0,weather_patient_passive,0.7,0,21,2,3
49,temperature_min_latest,0.0,weather_patient_passive,0.7,0,21,2,3
53,humidity_range,0.0,weather_patient_passive,0.7,0,21,2,3
59,wind_speed_min,0.0,weather_patient_passive,0.7,0,21,2,3
60,wind_speed_mean,0.0,weather_patient_passive,0.7,0,21,2,3
62,wind_speed_skew,0.0,weather_patient_passive,0.7,0,21,2,3
65,wind_speed_latest,0.0,weather_patient_passive,0.7,0,21,2,3
66,aqi_max,0.0,weather_patient_passive,0.7,0,21,2,3
67,aqi_min,0.0,weather_patient_passive,0.7,0,21,2,3
69,aqi_range,0.0,weather_patient_passive,0.7,0,21,2,3
72,aqi_median,0.0,weather_patient_passive,0.7,0,21,2,3
31,temperature_gradient,0.0,weather_patient_passive,0.7,0,21,2,3
37,temperature_max_range,0.0,weather_patient_passive,0.7,0,21,2,3
73,aqi_latest,0.0,weather_patient_passive,0.7,0,21,2,3
6,grass_pollen_median,0.0,weather_patient_passive,0.7,0,21,2,3
10,tree_pollen_mean,0.0,weather_patient_passive,0.7,0,21,2,3
28,temperature_mean,0.0,weather_patient_passive,0.7,0,21,2,3
14,tree_pollen_median,0.0,weather_patient_passive,0.7,0,21,2,3
9,tree_pollen_min,0.0,weather_patient_passive,0.7,0,21,2,3
15,tree_pollen_latest,0.0,weather_patient_passive,0.7,0,21,2,3
16,weed_pollen_max,0.0,weather_patient_passive,0.7,0,21,2,3
8,tree_pollen_max,0.0,weather_patient_passive,0.7,0,21,2,3
17,weed_pollen_min,0.0,weather_patient_passive,0.7,0,21,2,3
18,weed_pollen_mean,0.0,weather_patient_passive,0.7,0,21,2,3
7,grass_pollen_latest,0.0,weather_patient_passive,0.7,0,21,2,3
22,weed_pollen_median,0.0,weather_patient_passive,0.7,0,21,2,3
12,tree_pollen_skew,0.0,weather_patient_passive,0.7,0,21,2,3
23,weed_pollen_latest,0.0,weather_patient_passive,0.7,0,21,2,3
24,extreme_heat,0.0,weather_patient_passive,0.7,0,21,2,3
5,grass_pollen_gradient,0.0,weather_patient_passive,0.7,0,21,2,3
25,extreme_cold,0.0,weather_patient_passive,0.7,0,21,2,3
4,grass_pollen_skew,0.0,weather_patient_passive,0.7,0,21,2,3
26,temperature_max,0.0,weather_patient_passive,0.7,0,21,2,3
3,grass_pollen_range,0.0,weather_patient_passive,0.7,0,21,2,3
11,tree_pollen_range,0.0,weather_patient_passive,0.7,0,21,2,3
41,temperature_max_latest,-0.0003289473684210509,weather_patient_passive,0.7,0,21,2,3
32,temperature_median,-0.0003289473684210509,weather_patient_passive,0.7,0,21,2,3
36,temperature_max_mean,-0.000328947368421062,weather_patient_passive,0.7,0,21,2,3
52,humidity_mean,-0.0006578947368421018,weather_patient_passive,0.7,0,21,2,3
50,humidity_max,-0.0006578947368421018,weather_patient_passive,0.7,0,21,2,3
13,tree_pollen_gradient,-0.0009868421052631527,weather_patient_passive,0.7,0,21,2,3
64,wind_speed_median,-0.0009868421052631527,weather_patient_passive,0.7,0,21,2,3
71,aqi_gradient,-0.0009868421052631638,weather_patient_passive,0.7,0,21,2,3
56,humidity_median,-0.0013157894736842146,weather_patient_passive,0.7,0,21,2,3
38,temperature_max_skew,-0.0013157894736842367,weather_patient_passive,0.7,0,21,2,3
54,humidity_skew,-0.0016447368421052544,weather_patient_passive,0.7,0,21,2,3
2,grass_pollen_mean,-0.0016447368421052655,weather_patient_passive,0.7,0,21,2,3
55,humidity_gradient,-0.0029605263157894577,weather_patient_passive,0.7,0,21,2,3
29,temperature_range,-0.0029605263157894803,weather_patient_passive,0.7,0,21,2,3
21,weed_pollen_gradient,-0.003289473684210531,weather_patient_passive,0.7,0,21,2,3
27,temperature_min,-0.003289473684210531,weather_patient_passive,0.7,0,21,2,3
58,wind_speed_max,-0.004276315789473717,weather_patient_passive,0.7,0,21,2,3
47,temperature_min_gradient,-0.004605263157894756,weather_patient_passive,0.7,0,21,2,3
20,weed_pollen_skew,-0.004934210526315807,weather_patient_passive,0.7,0,21,2,3
35,temperature_max_min,-0.005263157894736881,weather_patient_passive,0.7,0,21,2,3
63,wind_speed_gradient,-0.005592105263157931,weather_patient_passive,0.7,0,21,2,3
68,aqi_mean,-0.01052631578947374,weather_patient_passive,0.7,0,21,2,3
3,rcp3_range,0.029900332225913595,weather_patient_active,0.7,0,21,2,3
21,daily_night_symp_gradient,0.027574750830564765,weather_patient_active,0.7,0,21,2,3
18,daily_night_symp_mean,0.022591362126245816,weather_patient_active,0.7,0,21,2,3
4,rcp3_skew,0.021594684385382014,weather_patient_active,0.7,0,21,2,3
27,daily_limit_activity_range,0.014285714285714268,weather_patient_active,0.7,0,21,2,3
34,daily_prev_inhaler_mean,0.011627906976744162,weather_patient_active,0.7,0,21,2,3
20,daily_night_symp_skew,0.009966777408637861,weather_patient_active,0.7,0,21,2,3
7,rcp3_latest,0.00996677740863785,weather_patient_active,0.7,0,21,2,3
28,daily_limit_activity_skew,0.008970099667774067,weather_patient_active,0.7,0,21,2,3
29,daily_limit_activity_gradient,0.0076411960132889865,weather_patient_active,0.7,0,21,2,3
36,daily_prev_inhaler_skew,0.0053156146179401675,weather_patient_active,0.7,0,21,2,3
32,daily_prev_inhaler_max,0.0029900332225913486,weather_patient_active,0.7,0,21,2,3
5,rcp3_gradient,0.0029900332225913486,weather_patient_active,0.7,0,21,2,3
37,daily_prev_inhaler_gradient,0.0006644518272425181,weather_patient_active,0.7,0,21,2,3
35,daily_prev_inhaler_range,0.0,weather_patient_active,0.7,0,21,2,3
23,daily_night_symp_latest,0.0,weather_patient_active,0.7,0,21,2,3
31,daily_limit_activity_latest,0.0,weather_patient_active,0.7,0,21,2,3
