,feature,importance,model,day_split,seed,lookback_days,lookforward_days_freezing,lookforward_days_predict
56,humidity_median,-0.0014545454545454527,weather_patient_passive,0.7,0,7,2,3
37,temperature_max_range,-0.0018181818181818299,weather_patient_passive,0.7,0,7,2,3
28,temperature_mean,-0.003272727272727294,weather_patient_passive,0.7,0,7,2,3
35,temperature_max_min,-0.003272727272727294,weather_patient_passive,0.7,0,7,2,3
6,grass_pollen_median,-0.0036363636363636485,weather_patient_passive,0.7,0,7,2,3
20,weed_pollen_skew,-0.003999999999999981,weather_patient_passive,0.7,0,7,2,3
38,temperature_max_skew,-0.004363636363636336,weather_patient_passive,0.7,0,7,2,3
58,wind_speed_max,-0.004727272727272714,weather_patient_passive,0.7,0,7,2,3
62,wind_speed_skew,-0.005090909090909079,weather_patient_passive,0.7,0,7,2,3
51,humidity_min,-0.006909090909090865,weather_patient_passive,0.7,0,7,2,3
54,humidity_skew,-0.007272727272727253,weather_patient_passive,0.7,0,7,2,3
21,weed_pollen_gradient,-0.009090909090909049,weather_patient_passive,0.7,0,7,2,3
2,rcp3_mean,0.03471698113207546,weather_patient_active,0.7,0,7,2,3
18,daily_night_symp_mean,0.012075471698113205,weather_patient_active,0.7,0,7,2,3
28,daily_limit_activity_skew,0.010188679245283017,weather_patient_active,0.7,0,7,2,3
5,rcp3_gradient,0.009433962264150941,weather_patient_active,0.7,0,7,2,3
7,rcp3_latest,0.009056603773584904,weather_patient_active,0.7,0,7,2,3
37,daily_prev_inhaler_gradient,0.006037735849056603,weather_patient_active,0.7,0,7,2,3
29,daily_limit_activity_gradient,0.005660377358490565,weather_patient_active,0.7,0,7,2,3
35,daily_prev_inhaler_range,0.0026415094339622635,weather_patient_active,0.7,0,7,2,3
6,rcp3_median,0.002264150943396226,weather_patient_active,0.7,0,7,2,3
13,daily_day_symp_gradient,0.002264150943396226,weather_patient_active,0.7,0,7,2,3
21,daily_night_symp_gradient,0.0007547169811320753,weather_patient_active,0.7,0,7,2,3
10,daily_day_symp_mean,0.00037735849056603766,weather_patient_active,0.7,0,7,2,3
24,daily_limit_activity_max,0.0,weather_patient_active,0.7,0,7,2,3
25,daily_limit_activity_min,0.0,weather_patient_active,0.7,0,7,2,3
27,daily_limit_activity_range,0.0,weather_patient_active,0.7,0,7,2,3
0,rcp3_max,0.0,weather_patient_active,0.7,0,7,2,3
30,daily_limit_activity_median,0.0,weather_patient_active,0.7,0,7,2,3
31,daily_limit_activity_latest,0.0,weather_patient_active,0.7,0,7,2,3
23,daily_night_symp_latest,0.0,weather_patient_active,0.7,0,7,2,3
33,daily_prev_inhaler_min,0.0,weather_patient_active,0.7,0,7,2,3
38,daily_prev_inhaler_median,0.0,weather_patient_active,0.7,0,7,2,3
32,daily_prev_inhaler_max,0.0,weather_patient_active,0.7,0,7,2,3
39,daily_prev_inhaler_latest,0.0,weather_patient_active,0.7,0,7,2,3
22,daily_night_symp_median,0.0,weather_patient_active,0.7,0,7,2,3
9,daily_day_symp_min,0.0,weather_patient_active,0.7,0,7,2,3
8,daily_day_symp_max,0.0,weather_patient_active,0.7,0,7,2,3
17,daily_night_symp_min,0.0,weather_patient_active,0.7,0,7,2,3
16,daily_night_symp_max,0.0,weather_patient_active,0.7,0,7,2,3
15,daily_day_symp_latest,0.0,weather_patient_active,0.7,0,7,2,3
14,daily_day_symp_median,0.0,weather_patient_active,0.7,0,7,2,3
1,rcp3_min,-0.00037735849056603766,weather_patient_active,0.7,0,7,2,3
34,daily_prev_inhaler_mean,-0.0007547169811320753,weather_patient_active,0.7,0,7,2,3
36,daily_prev_inhaler_skew,-0.0015094339622641507,weather_patient_active,0.7,0,7,2,3
12,daily_day_symp_skew,-0.002264150943396226,weather_patient_active,0.7,0,7,2,3
11,daily_day_symp_range,-0.002264150943396226,weather_patient_active,0.7,0,7,2,3
19,daily_night_symp_range,-0.0030188679245283013,weather_patient_active,0.7,0,7,2,3
26,daily_limit_activity_mean,-0.0033962264150943387,weather_patient_active,0.7,0,7,2,3
4,rcp3_skew,-0.006037735849056603,weather_patient_active,0.7,0,7,2,3
3,rcp3_range,-0.01132075471698113,weather_patient_active,0.7,0,7,2,3
20,daily_night_symp_skew,-0.015471698113207543,weather_patient_active,0.7,0,7,2,3
35,temperature_max_min,0.012831858407079667,nonweather_patient_passive,0.7,0,7,2,3
18,weed_pollen_mean,0.009734513274336299,nonweather_patient_passive,0.7,0,7,2,3
29,temperature_range,0.009292035398230102,nonweather_patient_passive,0.7,0,7,2,3
45,temperature_min_range,0.008849557522123908,nonweather_patient_passive,0.7,0,7,2,3
59,wind_speed_min,0.006194690265486735,nonweather_patient_passive,0.7,0,7,2,3
40,temperature_max_median,0.00575221238938054,nonweather_patient_passive,0.7,0,7,2,3
20,weed_pollen_skew,0.005309734513274345,nonweather_patient_passive,0.7,0,7,2,3
51,humidity_min,0.004867256637168149,nonweather_patient_passive,0.7,0,7,2,3
39,temperature_max_gradient,0.004867256637168149,nonweather_patient_passive,0.7,0,7,2,3
68,aqi_mean,0.004867256637168149,nonweather_patient_passive,0.7,0,7,2,3
62,wind_speed_skew,0.004424778761061954,nonweather_patient_passive,0.7,0,7,2,3
28,temperature_mean,0.004424778761061954,nonweather_patient_passive,0.7,0,7,2,3
43,temperature_min_min,0.003982300884955758,nonweather_patient_passive,0.7,0,7,2,3
48,temperature_min_median,0.003982300884955758,nonweather_patient_passive,0.7,0,7,2,3
32,temperature_median,0.0030973451327433676,nonweather_patient_passive,0.7,0,7,2,3
31,temperature_gradient,0.0026548672566371724,nonweather_patient_passive,0.7,0,7,2,3
54,humidity_skew,0.0026548672566371724,nonweather_patient_passive,0.7,0,7,2,3
61,wind_speed_range,0.0026548672566371724,nonweather_patient_passive,0.7,0,7,2,3
70,aqi_skew,0.0017699115044247816,nonweather_patient_passive,0.7,0,7,2,3
50,humidity_max,0.0017699115044247816,nonweather_patient_passive,0.7,0,7,2,3
58,wind_speed_max,0.0017699115044247816,nonweather_patient_passive,0.7,0,7,2,3
30,temperature_skew,0.0008849557522123908,nonweather_patient_passive,0.7,0,7,2,3
60,wind_speed_mean,0.0008849557522123908,nonweather_patient_passive,0.7,0,7,2,3
56,humidity_median,0.0008849557522123908,nonweather_patient_passive,0.7,0,7,2,3
52,humidity_mean,0.0004424778761061954,nonweather_patient_passive,0.7,0,7,2,3
55,humidity_gradient,0.0004424778761061954,nonweather_patient_passive,0.7,0,7,2,3
21,weed_pollen_gradient,0.0004424778761061954,nonweather_patient_passive,0.7,0,7,2,3
46,temperature_min_skew,0.0,nonweather_patient_passive,0.7,0,7,2,3
41,temperature_max_latest,0.0,nonweather_patient_passive,0.7,0,7,2,3
44,temperature_min_mean,0.0,nonweather_patient_passive,0.7,0,7,2,3
72,aqi_median,0.0,nonweather_patient_passive,0.7,0,7,2,3
71,aqi_gradient,0.0,nonweather_patient_passive,0.7,0,7,2,3
67,aqi_min,0.0,nonweather_patient_passive,0.7,0,7,2,3
64,wind_speed_median,0.0,nonweather_patient_passive,0.7,0,7,2,3
57,humidity_latest,0.0,nonweather_patient_passive,0.7,0,7,2,3
47,temperature_min_gradient,0.0,nonweather_patient_passive,0.7,0,7,2,3
49,temperature_min_latest,0.0,nonweather_patient_passive,0.7,0,7,2,3
66,aqi_max,0.0,nonweather_patient_passive,0.7,0,7,2,3
53,humidity_range,0.0,nonweather_patient_passive,0.7,0,7,2,3
0,grass_pollen_max,0.0,nonweather_patient_passive,0.7,0,7,2,3
37,temperature_max_range,0.0,nonweather_patient_passive,0.7,0,7,2,3
14,tree_pollen_median,0.0,nonweather_patient_passive,0.7,0,7,2,3
15,tree_pollen_latest,0.0,nonweather_patient_passive,0.7,0,7,2,3
2,grass_pollen_mean,0.0,nonweather_patient_passive,0.7,0,7,2,3
3,grass_pollen_range,0.0,nonweather_patient_passive,0.7,0,7,2,3
4,grass_pollen_skew,0.0,nonweather_patient_passive,0.7,0,7,2,3
5,grass_pollen_gradient,0.0,nonweather_patient_passive,0.7,0,7,2,3
6,grass_pollen_median,0.0,nonweather_patient_passive,0.7,0,7,2,3
7,grass_pollen_latest,0.0,nonweather_patient_passive,0.7,0,7,2,3
8,tree_pollen_max,0.0,nonweather_patient_passive,0.7,0,7,2,3
9,tree_pollen_min,0.0,nonweather_patient_passive,0.7,0,7,2,3
10,tree_pollen_mean,0.0,nonweather_patient_passive,0.7,0,7,2,3
11,tree_pollen_range,0.0,nonweather_patient_passive,0.7,0,7,2,3
12,tree_pollen_skew,0.0,nonweather_patient_passive,0.7,0,7,2,3
13,tree_pollen_gradient,0.0,nonweather_patient_passive,0.7,0,7,2,3
73,aqi_latest,0.0,nonweather_patient_passive,0.7,0,7,2,3
16,weed_pollen_max,0.0,nonweather_patient_passive,0.7,0,7,2,3
33,temperature_latest,0.0,nonweather_patient_passive,0.7,0,7,2,3
17,weed_pollen_min,0.0,nonweather_patient_passive,0.7,0,7,2,3
19,weed_pollen_range,0.0,nonweather_patient_passive,0.7,0,7,2,3
22,weed_pollen_median,0.0,nonweather_patient_passive,0.7,0,7,2,3
23,weed_pollen_latest,0.0,nonweather_patient_passive,0.7,0,7,2,3
24,extreme_heat,0.0,nonweather_patient_passive,0.7,0,7,2,3
1,grass_pollen_min,0.0,nonweather_patient_passive,0.7,0,7,2,3
25,extreme_cold,0.0,nonweather_patient_passive,0.7,0,7,2,3
36,temperature_max_mean,0.0,nonweather_patient_passive,0.7,0,7,2,3
34,temperature_max_max,0.0,nonweather_patient_passive,0.7,0,7,2,3
27,temperature_min,0.0,nonweather_patient_passive,0.7,0,7,2,3
65,wind_speed_latest,-0.0004424778761061954,nonweather_patient_passive,0.7,0,7,2,3
38,temperature_max_skew,-0.0004424778761061954,nonweather_patient_passive,0.7,0,7,2,3
69,aqi_range,-0.0026548672566371724,nonweather_patient_passive,0.7,0,7,2,3
63,wind_speed_gradient,-0.0026548672566371724,nonweather_patient_passive,0.7,0,7,2,3
26,temperature_max,-0.003539823008849563,nonweather_patient_passive,0.7,0,7,2,3
42,temperature_min_max,-0.003539823008849563,nonweather_patient_passive,0.7,0,7,2,3
34,daily_prev_inhaler_mean,0.0668181818181818,nonweather_patient_active,0.7,0,7,2,3
2,rcp3_mean,0.030000000000000006,nonweather_patient_active,0.7,0,7,2,3
37,daily_prev_inhaler_gradient,0.021363636363636373,nonweather_patient_active,0.7,0,7,2,3
39,daily_prev_inhaler_latest,0.005909090909090897,nonweather_patient_active,0.7,0,7,2,3
36,daily_prev_inhaler_skew,0.005454545454545434,nonweather_patient_active,0.7,0,7,2,3
13,daily_day_symp_gradient,0.004090909090909067,nonweather_patient_active,0.7,0,7,2,3
4,rcp3_skew,0.0018181818181817965,nonweather_patient_active,0.7,0,7,2,3
21,daily_night_symp_gradient,0.00045454545454545194,nonweather_patient_active,0.7,0,7,2,3
18,daily_night_symp_mean,0.00045454545454545194,nonweather_patient_active,0.7,0,7,2,3
20,daily_night_symp_skew,0.00045454545454545194,nonweather_patient_active,0.7,0,7,2,3
12,daily_day_symp_skew,0.00045454545454544083,nonweather_patient_active,0.7,0,7,2,3
10,daily_day_symp_mean,0.0,nonweather_patient_active,0.7,0,7,2,3
11,daily_day_symp_range,0.0,nonweather_patient_active,0.7,0,7,2,3
38,daily_prev_inhaler_median,0.0,nonweather_patient_active,0.7,0,7,2,3
3,rcp3_range,0.0,nonweather_patient_active,0.7,0,7,2,3
35,daily_prev_inhaler_range,0.0,nonweather_patient_active,0.7,0,7,2,3
6,rcp3_median,0.0,nonweather_patient_active,0.7,0,7,2,3
33,daily_prev_inhaler_min,0.0,nonweather_patient_active,0.7,0,7,2,3
32,daily_prev_inhaler_max,0.0,nonweather_patient_active,0.7,0,7,2,3
31,daily_limit_activity_latest,0.0,nonweather_patient_active,0.7,0,7,2,3
30,daily_limit_activity_median,0.0,nonweather_patient_active,0.7,0,7,2,3
29,daily_limit_activity_gradient,0.0,nonweather_patient_active,0.7,0,7,2,3
28,daily_limit_activity_skew,0.0,nonweather_patient_active,0.7,0,7,2,3
26,daily_limit_activity_mean,0.0,nonweather_patient_active,0.7,0,7,2,3
25,daily_limit_activity_min,0.0,nonweather_patient_active,0.7,0,7,2,3
24,daily_limit_activity_max,0.0,nonweather_patient_active,0.7,0,7,2,3
23,daily_night_symp_latest,0.0,nonweather_patient_active,0.7,0,7,2,3
22,daily_night_symp_median,0.0,nonweather_patient_active,0.7,0,7,2,3
1,rcp3_min,0.0,nonweather_patient_active,0.7,0,7,2,3
19,daily_night_symp_range,0.0,nonweather_patient_active,0.7,0,7,2,3
8,daily_day_symp_max,0.0,nonweather_patient_active,0.7,0,7,2,3
17,daily_night_symp_min,0.0,nonweather_patient_active,0.7,0,7,2,3
16,daily_night_symp_max,0.0,nonweather_patient_active,0.7,0,7,2,3
15,daily_day_symp_latest,0.0,nonweather_patient_active,0.7,0,7,2,3
14,daily_day_symp_median,0.0,nonweather_patient_active,0.7,0,7,2,3
9,daily_day_symp_min,0.0,nonweather_patient_active,0.7,0,7,2,3
27,daily_limit_activity_range,-0.00045454545454545194,nonweather_patient_active,0.7,0,7,2,3
7,rcp3_latest,-0.00045454545454545194,nonweather_patient_active,0.7,0,7,2,3
5,rcp3_gradient,-0.002272727272727271,nonweather_patient_active,0.7,0,7,2,3
0,rcp3_max,-0.007727272727272738,nonweather_patient_active,0.7,0,7,2,3
42,temperature_min_max,0.014388489208633125,weather_patient_passive,0.7,0,7,2,4
29,temperature_range,0.014388489208633125,weather_patient_passive,0.7,0,7,2,4
43,temperature_min_min,0.00971223021582739,weather_patient_passive,0.7,0,7,2,4
71,aqi_gradient,0.006115107913669116,weather_patient_passive,0.7,0,7,2,4
26,temperature_max,0.006115107913669105,weather_patient_passive,0.7,0,7,2,4
59,wind_speed_min,0.005395683453237465,weather_patient_passive,0.7,0,7,2,4
50,humidity_max,0.005035971223021629,weather_patient_passive,0.7,0,7,2,4
39,temperature_max_gradient,0.004316546762590001,weather_patient_passive,0.7,0,7,2,4
20,weed_pollen_skew,0.004316546762589979,weather_patient_passive,0.7,0,7,2,4
2,grass_pollen_mean,0.003956834532374154,weather_patient_passive,0.7,0,7,2,4
53,humidity_range,0.003956834532374154,weather_patient_passive,0.7,0,7,2,4
38,temperature_max_skew,0.0021582733812950173,weather_patient_passive,0.7,0,7,2,4
37,temperature_max_range,0.002158273381294995,weather_patient_passive,0.7,0,7,2,4
58,wind_speed_max,0.001798561151079181,weather_patient_passive,0.7,0,7,2,4
49,temperature_min_latest,0.0014388489208633447,weather_patient_passive,0.7,0,7,2,4
62,wind_speed_skew,0.0014388489208633447,weather_patient_passive,0.7,0,7,2,4
27,temperature_min,0.0010791366906475197,weather_patient_passive,0.7,0,7,2,4
47,temperature_min_gradient,0.0010791366906475197,weather_patient_passive,0.7,0,7,2,4
4,grass_pollen_skew,0.0010791366906474976,weather_patient_passive,0.7,0,7,2,4
21,weed_pollen_gradient,0.0007194244604316835,weather_patient_passive,0.7,0,7,2,4
55,humidity_gradient,0.0007194244604316835,weather_patient_passive,0.7,0,7,2,4
8,tree_pollen_max,0.0007194244604316835,weather_patient_passive,0.7,0,7,2,4
51,humidity_min,0.0007194244604316724,weather_patient_passive,0.7,0,7,2,4
31,temperature_gradient,0.0007194244604316724,weather_patient_passive,0.7,0,7,2,4
36,temperature_max_mean,0.0007194244604316724,weather_patient_passive,0.7,0,7,2,4
54,humidity_skew,0.0,weather_patient_passive,0.7,0,7,2,4
57,humidity_latest,0.0,weather_patient_passive,0.7,0,7,2,4
60,wind_speed_mean,0.0,weather_patient_passive,0.7,0,7,2,4
63,wind_speed_gradient,0.0,weather_patient_passive,0.7,0,7,2,4
65,wind_speed_latest,0.0,weather_patient_passive,0.7,0,7,2,4
66,aqi_max,0.0,weather_patient_passive,0.7,0,7,2,4
48,temperature_min_median,0.0,weather_patient_passive,0.7,0,7,2,4
67,aqi_min,0.0,weather_patient_passive,0.7,0,7,2,4
44,temperature_min_mean,0.0,weather_patient_passive,0.7,0,7,2,4
69,aqi_range,0.0,weather_patient_passive,0.7,0,7,2,4
70,aqi_skew,0.0,weather_patient_passive,0.7,0,7,2,4
72,aqi_median,0.0,weather_patient_passive,0.7,0,7,2,4
0,grass_pollen_max,0.0,weather_patient_passive,0.7,0,7,2,4
1,grass_pollen_min,0.0,weather_patient_passive,0.7,0,7,2,4
19,weed_pollen_range,0.0,weather_patient_passive,0.7,0,7,2,4
3,grass_pollen_range,0.0,weather_patient_passive,0.7,0,7,2,4
5,grass_pollen_gradient,0.0,weather_patient_passive,0.7,0,7,2,4
6,grass_pollen_median,0.0,weather_patient_passive,0.7,0,7,2,4
7,grass_pollen_latest,0.0,weather_patient_passive,0.7,0,7,2,4
9,tree_pollen_min,0.0,weather_patient_passive,0.7,0,7,2,4
10,tree_pollen_mean,0.0,weather_patient_passive,0.7,0,7,2,4
11,tree_pollen_range,0.0,weather_patient_passive,0.7,0,7,2,4
12,tree_pollen_skew,0.0,weather_patient_passive,0.7,0,7,2,4
14,tree_pollen_median,0.0,weather_patient_passive,0.7,0,7,2,4
15,tree_pollen_latest,0.0,weather_patient_passive,0.7,0,7,2,4
17,weed_pollen_min,0.0,weather_patient_passive,0.7,0,7,2,4
35,temperature_max_min,0.0,weather_patient_passive,0.7,0,7,2,4
18,weed_pollen_mean,0.0,weather_patient_passive,0.7,0,7,2,4
73,aqi_latest,0.0,weather_patient_passive,0.7,0,7,2,4
22,weed_pollen_median,0.0,weather_patient_passive,0.7,0,7,2,4
33,temperature_latest,0.0,weather_patient_passive,0.7,0,7,2,4
23,weed_pollen_latest,0.0,weather_patient_passive,0.7,0,7,2,4
24,extreme_heat,0.0,weather_patient_passive,0.7,0,7,2,4
25,extreme_cold,0.0,weather_patient_passive,0.7,0,7,2,4
34,temperature_max_max,0.0,weather_patient_passive,0.7,0,7,2,4
32,temperature_median,0.0,weather_patient_passive,0.7,0,7,2,4
68,aqi_mean,-0.000359712230215814,weather_patient_passive,0.7,0,7,2,4
40,temperature_max_median,-0.0003597122302158251,weather_patient_passive,0.7,0,7,2,4
13,tree_pollen_gradient,-0.0003597122302158251,weather_patient_passive,0.7,0,7,2,4
30,temperature_skew,-0.0003597122302158251,weather_patient_passive,0.7,0,7,2,4
52,humidity_mean,-0.0007194244604316391,weather_patient_passive,0.7,0,7,2,4
61,wind_speed_range,-0.0010791366906474531,weather_patient_passive,0.7,0,7,2,4
16,weed_pollen_max,-0.0010791366906474753,weather_patient_passive,0.7,0,7,2,4
41,temperature_max_latest,-0.0017985611510791144,weather_patient_passive,0.7,0,7,2,4
64,wind_speed_median,-0.0025179856115107755,weather_patient_passive,0.7,0,7,2,4
56,humidity_median,-0.0025179856115107755,weather_patient_passive,0.7,0,7,2,4
46,temperature_min_skew,-0.0028776978417265563,weather_patient_passive,0.7,0,7,2,4
45,temperature_min_range,-0.005755395683453202,weather_patient_passive,0.7,0,7,2,4
28,temperature_mean,-0.012949640287769714,weather_patient_passive,0.7,0,7,2,4
2,rcp3_mean,0.04629629629629628,weather_patient_active,0.7,0,7,2,4
18,daily_night_symp_mean,0.026296296296296262,weather_patient_active,0.7,0,7,2,4
12,daily_day_symp_skew,0.017407407407407406,weather_patient_active,0.7,0,7,2,4
27,daily_limit_activity_range,0.013333333333333341,weather_patient_active,0.7,0,7,2,4
10,daily_day_symp_mean,0.012222222222222223,weather_patient_active,0.7,0,7,2,4
5,rcp3_gradient,0.0122222222222222,weather_patient_active,0.7,0,7,2,4
26,daily_limit_activity_mean,0.0074074074074073955,weather_patient_active,0.7,0,7,2,4
4,rcp3_skew,0.006666666666666665,weather_patient_active,0.7,0,7,2,4
21,daily_night_symp_gradient,0.006666666666666643,weather_patient_active,0.7,0,7,2,4
34,daily_prev_inhaler_mean,0.006666666666666643,weather_patient_active,0.7,0,7,2,4
35,daily_prev_inhaler_range,0.005925925925925901,weather_patient_active,0.7,0,7,2,4
28,daily_limit_activity_skew,0.0037037037037036757,weather_patient_active,0.7,0,7,2,4
33,daily_prev_inhaler_min,0.0025925925925925687,weather_patient_active,0.7,0,7,2,4
37,daily_prev_inhaler_gradient,0.002222222222222203,weather_patient_active,0.7,0,7,2,4
13,daily_day_symp_gradient,0.0022222222222221923,weather_patient_active,0.7,0,7,2,4
7,rcp3_latest,0.0014814814814814504,weather_patient_active,0.7,0,7,2,4
0,rcp3_max,0.0,weather_patient_active,0.7,0,7,2,4
30,daily_limit_activity_median,0.0,weather_patient_active,0.7,0,7,2,4
31,daily_limit_activity_latest,0.0,weather_patient_active,0.7,0,7,2,4
32,daily_prev_inhaler_max,0.0,weather_patient_active,0.7,0,7,2,4
24,daily_limit_activity_max,0.0,weather_patient_active,0.7,0,7,2,4
38,daily_prev_inhaler_median,0.0,weather_patient_active,0.7,0,7,2,4
25,daily_limit_activity_min,0.0,weather_patient_active,0.7,0,7,2,4
39,daily_prev_inhaler_latest,0.0,weather_patient_active,0.7,0,7,2,4
23,daily_night_symp_latest,0.0,weather_patient_active,0.7,0,7,2,4
22,daily_night_symp_median,0.0,weather_patient_active,0.7,0,7,2,4
17,daily_night_symp_min,0.0,weather_patient_active,0.7,0,7,2,4
16,daily_night_symp_max,0.0,weather_patient_active,0.7,0,7,2,4
15,daily_day_symp_latest,0.0,weather_patient_active,0.7,0,7,2,4
14,daily_day_symp_median,0.0,weather_patient_active,0.7,0,7,2,4
11,daily_day_symp_range,0.0,weather_patient_active,0.7,0,7,2,4
9,daily_day_symp_min,0.0,weather_patient_active,0.7,0,7,2,4
8,daily_day_symp_max,0.0,weather_patient_active,0.7,0,7,2,4
6,rcp3_median,0.0,weather_patient_active,0.7,0,7,2,4
19,daily_night_symp_range,-0.0003703703703703765,weather_patient_active,0.7,0,7,2,4
1,rcp3_min,-0.0018518518518518712,weather_patient_active,0.7,0,7,2,4
29,daily_limit_activity_gradient,-0.0018518518518518712,weather_patient_active,0.7,0,7,2,4
36,daily_prev_inhaler_skew,-0.005555555555555569,weather_patient_active,0.7,0,7,2,4
3,rcp3_range,-0.008518518518518536,weather_patient_active,0.7,0,7,2,4
20,daily_night_symp_skew,-0.010370370370370374,weather_patient_active,0.7,0,7,2,4
35,temperature_max_min,0.012554112554112573,nonweather_patient_passive,0.7,0,7,2,4
18,weed_pollen_mean,0.0060606060606061,nonweather_patient_passive,0.7,0,7,2,4
30,temperature_skew,0.003896103896103953,nonweather_patient_passive,0.7,0,7,2,4
70,aqi_skew,0.003030303030303072,nonweather_patient_passive,0.7,0,7,2,4
52,humidity_mean,0.003030303030303061,nonweather_patient_passive,0.7,0,7,2,4
19,weed_pollen_range,0.0025974025974026425,nonweather_patient_passive,0.7,0,7,2,4
41,temperature_max_latest,0.0025974025974026204,nonweather_patient_passive,0.7,0,7,2,4
58,wind_speed_max,0.0025974025974026204,nonweather_patient_passive,0.7,0,7,2,4
33,temperature_latest,0.0021645021645022022,nonweather_patient_passive,0.7,0,7,2,4
61,wind_speed_range,0.0021645021645022022,nonweather_patient_passive,0.7,0,7,2,4
17,weed_pollen_min,0.0012987012987013436,nonweather_patient_passive,0.7,0,7,2,4
32,temperature_median,0.0012987012987013213,nonweather_patient_passive,0.7,0,7,2,4
56,humidity_median,0.0012987012987013213,nonweather_patient_passive,0.7,0,7,2,4
60,wind_speed_mean,0.0012987012987013213,nonweather_patient_passive,0.7,0,7,2,4
20,weed_pollen_skew,0.000865800865800892,nonweather_patient_passive,0.7,0,7,2,4
68,aqi_mean,0.0008658008658008809,nonweather_patient_passive,0.7,0,7,2,4
69,aqi_range,0.0008658008658008809,nonweather_patient_passive,0.7,0,7,2,4
65,wind_speed_latest,0.0008658008658008809,nonweather_patient_passive,0.7,0,7,2,4
40,temperature_max_median,0.00043290043290046266,nonweather_patient_passive,0.7,0,7,2,4
38,temperature_max_skew,0.00043290043290046266,nonweather_patient_passive,0.7,0,7,2,4
59,wind_speed_min,0.00043290043290046266,nonweather_patient_passive,0.7,0,7,2,4
34,temperature_max_max,0.00043290043290044044,nonweather_patient_passive,0.7,0,7,2,4
63,wind_speed_gradient,0.00043290043290044044,nonweather_patient_passive,0.7,0,7,2,4
53,humidity_range,2.2204460492503132e-17,nonweather_patient_passive,0.7,0,7,2,4
26,temperature_max,1.1102230246251566e-17,nonweather_patient_passive,0.7,0,7,2,4
48,temperature_min_median,1.1102230246251566e-17,nonweather_patient_passive,0.7,0,7,2,4
54,humidity_skew,0.0,nonweather_patient_passive,0.7,0,7,2,4
55,humidity_gradient,0.0,nonweather_patient_passive,0.7,0,7,2,4
49,temperature_min_latest,0.0,nonweather_patient_passive,0.7,0,7,2,4
57,humidity_latest,0.0,nonweather_patient_passive,0.7,0,7,2,4
64,wind_speed_median,0.0,nonweather_patient_passive,0.7,0,7,2,4
44,temperature_min_mean,0.0,nonweather_patient_passive,0.7,0,7,2,4
66,aqi_max,0.0,nonweather_patient_passive,0.7,0,7,2,4
67,aqi_min,0.0,nonweather_patient_passive,0.7,0,7,2,4
62,wind_speed_skew,0.0,nonweather_patient_passive,0.7,0,7,2,4
71,aqi_gradient,0.0,nonweather_patient_passive,0.7,0,7,2,4
42,temperature_min_max,0.0,nonweather_patient_passive,0.7,0,7,2,4
72,aqi_median,0.0,nonweather_patient_passive,0.7,0,7,2,4
0,grass_pollen_max,0.0,nonweather_patient_passive,0.7,0,7,2,4
37,temperature_max_range,0.0,nonweather_patient_passive,0.7,0,7,2,4
39,temperature_max_gradient,0.0,nonweather_patient_passive,0.7,0,7,2,4
9,tree_pollen_min,0.0,nonweather_patient_passive,0.7,0,7,2,4
15,tree_pollen_latest,0.0,nonweather_patient_passive,0.7,0,7,2,4
14,tree_pollen_median,0.0,nonweather_patient_passive,0.7,0,7,2,4
13,tree_pollen_gradient,0.0,nonweather_patient_passive,0.7,0,7,2,4
12,tree_pollen_skew,0.0,nonweather_patient_passive,0.7,0,7,2,4
11,tree_pollen_range,0.0,nonweather_patient_passive,0.7,0,7,2,4
10,tree_pollen_mean,0.0,nonweather_patient_passive,0.7,0,7,2,4
8,tree_pollen_max,0.0,nonweather_patient_passive,0.7,0,7,2,4
1,grass_pollen_min,0.0,nonweather_patient_passive,0.7,0,7,2,4
7,grass_pollen_latest,0.0,nonweather_patient_passive,0.7,0,7,2,4
6,grass_pollen_median,0.0,nonweather_patient_passive,0.7,0,7,2,4
5,grass_pollen_gradient,0.0,nonweather_patient_passive,0.7,0,7,2,4
4,grass_pollen_skew,0.0,nonweather_patient_passive,0.7,0,7,2,4
3,grass_pollen_range,0.0,nonweather_patient_passive,0.7,0,7,2,4
2,grass_pollen_mean,0.0,nonweather_patient_passive,0.7,0,7,2,4
16,weed_pollen_max,0.0,nonweather_patient_passive,0.7,0,7,2,4
21,weed_pollen_gradient,0.0,nonweather_patient_passive,0.7,0,7,2,4
22,weed_pollen_median,0.0,nonweather_patient_passive,0.7,0,7,2,4
23,weed_pollen_latest,0.0,nonweather_patient_passive,0.7,0,7,2,4
24,extreme_heat,0.0,nonweather_patient_passive,0.7,0,7,2,4
25,extreme_cold,0.0,nonweather_patient_passive,0.7,0,7,2,4
31,temperature_gradient,0.0,nonweather_patient_passive,0.7,0,7,2,4
73,aqi_latest,0.0,nonweather_patient_passive,0.7,0,7,2,4
29,temperature_range,-0.00043290043290040715,nonweather_patient_passive,0.7,0,7,2,4
27,temperature_min,-0.00043290043290041826,nonweather_patient_passive,0.7,0,7,2,4
45,temperature_min_range,-0.00043290043290041826,nonweather_patient_passive,0.7,0,7,2,4
46,temperature_min_skew,-0.001298701298701288,nonweather_patient_passive,0.7,0,7,2,4
50,humidity_max,-0.002597402597402554,nonweather_patient_passive,0.7,0,7,2,4
47,temperature_min_gradient,-0.002597402597402576,nonweather_patient_passive,0.7,0,7,2,4
